title,url,source,difficulty,patterns
1781. Sum of Beauty of All Substrings,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,leetcode,Medium,"Hash Table/Hash Map,String Manipulation"
1782. Count Pairs Of Nodes,https://leetcode.com/problems/count-pairs-of-nodes,leetcode,Hard,"Two Pointers,Binary Search,Graph Traversal,Sorting Algorithms"
1783. Grand Slam Titles,https://leetcode.com/problems/grand-slam-titles,leetcode,Medium,Hash Table/Hash Map
1784. Check if Binary String Has at Most One Segment of Ones,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,leetcode,Easy,String Manipulation
1785. Minimum Elements to Add to Form a Given Sum,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,leetcode,Medium,Greedy
1786. Number of Restricted Paths From First to Last Node,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,leetcode,Medium,"Dynamic Programming,Heap/Priority Queue,Queue,Graph Traversal,Topological Sort"
1787. Make the XOR of All Segments Equal to Zero,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1788. Maximize the Beauty of the Garden,https://leetcode.com/problems/maximize-the-beauty-of-the-garden,leetcode,Hard,Hash Table/Hash Map
1789. Primary Department for Each Employee,https://leetcode.com/problems/primary-department-for-each-employee,leetcode,Easy,Hash Table/Hash Map
1790. Check if One String Swap Can Make Strings Equal,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
1791. Find Center of Star Graph,https://leetcode.com/problems/find-center-of-star-graph,leetcode,Easy,Graph Traversal
1792. Maximum Average Pass Ratio,https://leetcode.com/problems/maximum-average-pass-ratio,leetcode,Medium,"Greedy,Heap/Priority Queue,Queue"
1793. Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray,leetcode,Hard,"Two Pointers,Binary Search,Stack,Monotonic Stack"
1794. Count Pairs of Equal Substrings With Minimum Difference,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference,leetcode,Medium,Hash Table/Hash Map
1795. Rearrange Products Table,https://leetcode.com/problems/rearrange-products-table,leetcode,Easy,Hash Table/Hash Map
1796. Second Largest Digit in a String,https://leetcode.com/problems/second-largest-digit-in-a-string,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
1797. Design Authentication Manager,https://leetcode.com/problems/design-authentication-manager,leetcode,Medium,Hash Table/Hash Map
1798. Maximum Number of Consecutive Values You Can Make,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make,leetcode,Medium,Greedy
1799. Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations,leetcode,Hard,"Dynamic Programming,Backtracking,Bit Manipulation"
1800. Maximum Ascending Subarray Sum,https://leetcode.com/problems/maximum-ascending-subarray-sum,leetcode,Easy,Two Pointers
1801. Number of Orders in the Backlog,https://leetcode.com/problems/number-of-orders-in-the-backlog,leetcode,Medium,"Heap/Priority Queue,Queue"
1802. Maximum Value at a Given Index in a Bounded Array,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,leetcode,Medium,"Binary Search,Greedy"
1803. Count Pairs With XOR in a Range,https://leetcode.com/problems/count-pairs-with-xor-in-a-range,leetcode,Hard,"Trie,Bit Manipulation"
1804. Implement Trie II (Prefix Tree),https://leetcode.com/problems/implement-trie-ii-prefix-tree,leetcode,Medium,Hash Table/Hash Map
1805. Number of Different Integers in a String,https://leetcode.com/problems/number-of-different-integers-in-a-string,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
1806. Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,leetcode,Medium,Math and Geometry
1807. Evaluate the Bracket Pairs of a String,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string,leetcode,Medium,"Hash Table/Hash Map,String Manipulation"
1808. Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors,leetcode,Hard,Recursion
1809. Ad-Free Sessions,https://leetcode.com/problems/ad-free-sessions,leetcode,Easy,Hash Table/Hash Map
1810. Minimum Path Cost in a Hidden Grid,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid,leetcode,Medium,Hash Table/Hash Map
1811. Find Interview Candidates,https://leetcode.com/problems/find-interview-candidates,leetcode,Medium,Hash Table/Hash Map
1812. Determine Color of a Chessboard Square,https://leetcode.com/problems/determine-color-of-a-chessboard-square,leetcode,Easy,"String Manipulation,Math and Geometry"
1813. Sentence Similarity III,https://leetcode.com/problems/sentence-similarity-iii,leetcode,Medium,"Two Pointers,String Manipulation"
1814. Count Nice Pairs in an Array,https://leetcode.com/problems/count-nice-pairs-in-an-array,leetcode,Medium,"Hash Table/Hash Map,Math and Geometry"
1815. Maximum Number of Groups Getting Fresh Donuts,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1816. Truncate Sentence,https://leetcode.com/problems/truncate-sentence,leetcode,Easy,String Manipulation
1817. Finding the Users Active Minutes,https://leetcode.com/problems/finding-the-users-active-minutes,leetcode,Medium,Hash Table/Hash Map
1818. Minimum Absolute Sum Difference,https://leetcode.com/problems/minimum-absolute-sum-difference,leetcode,Medium,"Binary Search,Sorting Algorithms"
1819. Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds,leetcode,Hard,Math and Geometry
1820. Maximum Number of Accepted Invitations,https://leetcode.com/problems/maximum-number-of-accepted-invitations,leetcode,Medium,Hash Table/Hash Map
1821. Find Customers With Positive Revenue this Year,https://leetcode.com/problems/find-customers-with-positive-revenue-this-year,leetcode,Easy,Hash Table/Hash Map
1822. Sign of the Product of an Array,https://leetcode.com/problems/sign-of-the-product-of-an-array,leetcode,Easy,Math and Geometry
1823. Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game,leetcode,Medium,"Queue,Recursion"
1824. Minimum Sideway Jumps,https://leetcode.com/problems/minimum-sideway-jumps,leetcode,Medium,"Dynamic Programming,Greedy"
1825. Finding MK Average,https://leetcode.com/problems/finding-mk-average,leetcode,Hard,"Heap/Priority Queue,Queue"
1826. Faulty Sensor,https://leetcode.com/problems/faulty-sensor,leetcode,Easy,Hash Table/Hash Map
1827. Minimum Operations to Make the Array Increasing,https://leetcode.com/problems/minimum-operations-to-make-the-array-increasing,leetcode,Easy,Greedy
1828. Queries on Number of Points Inside a Circle,https://leetcode.com/problems/queries-on-number-of-points-inside-a-circle,leetcode,Medium,Math and Geometry
1829. Maximum XOR for Each Query,https://leetcode.com/problems/maximum-xor-for-each-query,leetcode,Medium,Bit Manipulation
1830. Minimum Number of Operations to Make String Sorted,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted,leetcode,Hard,"String Manipulation,Math and Geometry"
1831. Maximum Transaction Each Day,https://leetcode.com/problems/maximum-transaction-each-day,leetcode,Medium,Hash Table/Hash Map
1832. Check if the Sentence Is Pangram,https://leetcode.com/problems/check-if-the-sentence-is-pangram,leetcode,Easy,"Hash Table/Hash Map,String Manipulation"
1833. Maximum Ice Cream Bars,https://leetcode.com/problems/maximum-ice-cream-bars,leetcode,Medium,"Greedy,Sorting Algorithms"
1834. Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu,leetcode,Medium,"Heap/Priority Queue,Queue,Sorting Algorithms"
1835. Find XOR Sum of All Pairs Bitwise AND,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and,leetcode,Hard,Bit Manipulation
1836. Remove Duplicates From an Unsorted Linked List,https://leetcode.com/problems/remove-duplicates-from-an-unsorted-linked-list,leetcode,Medium,Hash Table/Hash Map
1837. Sum of Digits in Base K,https://leetcode.com/problems/sum-of-digits-in-base-k,leetcode,Easy,Math and Geometry
1838. Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element,leetcode,Medium,"Sliding Window,Binary Search,Greedy,Sorting Algorithms"
1839. Longest Substring Of All Vowels in Order,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order,leetcode,Medium,Sliding Window
1840. Maximum Building Height,https://leetcode.com/problems/maximum-building-height,leetcode,Hard,Math and Geometry
1841. League Statistics,https://leetcode.com/problems/league-statistics,leetcode,Medium,Hash Table/Hash Map
1842. Next Palindrome Using Same Digits,https://leetcode.com/problems/next-palindrome-using-same-digits,leetcode,Hard,Palindrome Patterns
1843. Suspicious Bank Accounts,https://leetcode.com/problems/suspicious-bank-accounts,leetcode,Medium,Hash Table/Hash Map
1844. Replace All Digits with Characters,https://leetcode.com/problems/replace-all-digits-with-characters,leetcode,Easy,String Manipulation
1845. Seat Reservation Manager,https://leetcode.com/problems/seat-reservation-manager,leetcode,Medium,"Heap/Priority Queue,Queue"
1846. Maximum Element After Decreasing and Rearranging,https://leetcode.com/problems/maximum-element-after-decreasing-and-rearranging,leetcode,Medium,"Greedy,Sorting Algorithms"
1847. Closest Room,https://leetcode.com/problems/closest-room,leetcode,Hard,"Binary Search,Sorting Algorithms"
1848. Minimum Distance to the Target Element,https://leetcode.com/problems/minimum-distance-to-the-target-element,leetcode,Easy,Two Pointers
1849. Splitting a String Into Descending Consecutive Values,https://leetcode.com/problems/splitting-a-string-into-descending-consecutive-values,leetcode,Medium,Backtracking
1850. Minimum Adjacent Swaps to Reach the Kth Smallest Number,https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number,leetcode,Medium,"Two Pointers,Greedy,String Manipulation"
1851. Minimum Interval to Include Each Query,https://leetcode.com/problems/minimum-interval-to-include-each-query,leetcode,Hard,"Binary Search,Heap/Priority Queue,Queue,Sorting Algorithms"
1852. Distinct Numbers in Each Subarray,https://leetcode.com/problems/distinct-numbers-in-each-subarray,leetcode,Medium,Hash Table/Hash Map
1853. Convert Date Format,https://leetcode.com/problems/convert-date-format,leetcode,Easy,Hash Table/Hash Map
1854. Maximum Population Year,https://leetcode.com/problems/maximum-population-year,leetcode,Easy,Two Pointers
1855. Maximum Distance Between a Pair of Values,https://leetcode.com/problems/maximum-distance-between-a-pair-of-values,leetcode,Medium,"Two Pointers,Binary Search,Greedy"
1856. Maximum Subarray Min-Product,https://leetcode.com/problems/maximum-subarray-min-product,leetcode,Medium,"Stack,Monotonic Stack"
1857. Largest Color Value in a Directed Graph,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,leetcode,Hard,"Dynamic Programming,Graph Traversal,Topological Sort,Hash Table/Hash Map"
1858. Longest Word With All Prefixes,https://leetcode.com/problems/longest-word-with-all-prefixes,leetcode,Medium,Hash Table/Hash Map
1859. Sorting the Sentence,https://leetcode.com/problems/sorting-the-sentence,leetcode,Easy,"String Manipulation,Sorting Algorithms"
1860. Incremental Memory Leak,https://leetcode.com/problems/incremental-memory-leak,leetcode,Medium,Hash Table/Hash Map
1861. Rotating the Box,https://leetcode.com/problems/rotating-the-box,leetcode,Medium,"Two Pointers,Matrix Traversal"
1862. Sum of Floored Pairs,https://leetcode.com/problems/sum-of-floored-pairs,leetcode,Hard,Binary Search
1863. Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals,leetcode,Easy,"Backtracking,Bit Manipulation"
1864. Minimum Number of Swaps to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating,leetcode,Medium,"Greedy,String Manipulation"
1865. Finding Pairs With a Certain Sum,https://leetcode.com/problems/finding-pairs-with-a-certain-sum,leetcode,Medium,Hash Table/Hash Map
1866. Number of Ways to Rearrange Sticks With K Sticks Visible,https://leetcode.com/problems/number-of-ways-to-rearrange-sticks-with-k-sticks-visible,leetcode,Hard,Dynamic Programming
1867. Orders With Maximum Quantity Above Average,https://leetcode.com/problems/orders-with-maximum-quantity-above-average,leetcode,Medium,Hash Table/Hash Map
1868. Product of Two Run-Length Encoded Arrays,https://leetcode.com/problems/product-of-two-run-length-encoded-arrays,leetcode,Medium,Hash Table/Hash Map
1869. Longer Contiguous Segments of Ones than Zeros,https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros,leetcode,Easy,String Manipulation
1870. Minimum Speed to Arrive on Time,https://leetcode.com/problems/minimum-speed-to-arrive-on-time,leetcode,Medium,Binary Search
1871. Jump Game VII,https://leetcode.com/problems/jump-game-vii,leetcode,Medium,"Dynamic Programming,Sliding Window"
1872. Stone Game VIII,https://leetcode.com/problems/stone-game-viii,leetcode,Hard,Dynamic Programming
1873. Calculate Special Bonus,https://leetcode.com/problems/calculate-special-bonus,leetcode,Easy,Hash Table/Hash Map
1874. Minimize Product Sum of Two Arrays,https://leetcode.com/problems/minimize-product-sum-of-two-arrays,leetcode,Medium,Hash Table/Hash Map
1875. Group Employees of the Same Salary,https://leetcode.com/problems/group-employees-of-the-same-salary,leetcode,Medium,Hash Table/Hash Map
1876. Substrings of Size Three with Distinct Characters,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,leetcode,Easy,"Sliding Window,Hash Table/Hash Map"
1877. Minimize Maximum Pair Sum in Array,https://leetcode.com/problems/minimize-maximum-pair-sum-in-array,leetcode,Medium,"Two Pointers,Greedy,Sorting Algorithms"
1878. Get Biggest Three Rhombus Sums in a Grid,https://leetcode.com/problems/get-biggest-three-rhombus-sums-in-a-grid,leetcode,Medium,"Heap/Priority Queue,Queue,Matrix Traversal,Sorting Algorithms"
1879. Minimum XOR Sum of Two Arrays,https://leetcode.com/problems/minimum-xor-sum-of-two-arrays,leetcode,Hard,"Dynamic Programming,Bit Manipulation"
1880. Check if Word Equals Summation of Two Words,https://leetcode.com/problems/check-if-word-equals-summation-of-two-words,leetcode,Easy,String Manipulation
1881. Maximum Value after Insertion,https://leetcode.com/problems/maximum-value-after-insertion,leetcode,Medium,"Greedy,String Manipulation"
